StockCode,Year,Month,AvgPrice,TotalQuantity,TotalRevenue,Transactions,Countries
22682,2010,11,1.25,56,70.0,8,3
22682,2010,12,1.25,20,25.0,1,1
22682,2011,1,1.25,29,36.25,6,1
22682,2011,2,1.25,63,78.75,7,2
22682,2011,3,1.25,73,91.25,11,1
22682,2011,4,1.25,45,56.25,5,1
22682,2011,5,1.25,33,41.25,5,1
22682,2011,6,1.25,58,72.5,9,1
22682,2011,7,1.25,24,30.0,3,1
22682,2011,8,1.25,82,102.5,8,1
22682,2011,9,1.492,24,31.21,5,1
22682,2011,10,1.25,69,86.25,8,1
22682,2011,11,1.25,66,82.5,7,1
22682,2011,12,1.2349999999999999,32,39.4,4,1
22683,2010,8,1.25,147,183.75,11,1
22683,2010,9,1.25,134,167.5,20,3
22683,2010,10,1.25,149,186.25,20,2
22683,2010,11,1.25,40,50.0,6,3
22683,2010,12,1.25,23,28.75,3,1
22683,2011,1,1.25,24,30.0,4,1
22683,2011,2,1.25,76,95.0,7,2
22683,2011,3,1.25,70,87.5,8,1
22683,2011,4,1.25,41,51.25,5,1
22683,2011,5,1.25,42,52.5,9,1
22683,2011,6,1.25,43,53.75,6,1
22683,2011,7,1.25,21,26.25,3,1
22683,2011,8,1.25,78,97.5,7,1
22683,2011,9,1.4516666666666669,26,33.71,6,1
22683,2011,10,1.25,76,95.0,12,1
22683,2011,11,1.3844444444444446,45,57.46,9,2
22683,2011,12,1.19,10,11.899999999999999,1,1
22684,2010,8,1.25,151,188.75,13,1
22684,2010,9,1.25,140,175.0,17,3
22684,2010,10,1.25,141,176.25,18,2
22684,2010,11,1.25,37,46.25,7,3
22684,2010,12,1.25,3,3.75,2,1
22684,2011,1,1.25,29,36.25,5,1
22684,2011,2,1.25,60,75.0,5,2
22684,2011,3,1.25,53,66.25,7,1
22684,2011,4,1.25,40,50.0,4,1
22684,2011,5,1.25,42,52.5,6,2
22684,2011,6,1.25,34,42.5,4,1
22684,2011,7,1.25,12,15.0,3,1
22684,2011,8,1.25,81,101.25,8,1
22684,2011,9,1.25,23,28.75,4,1
22684,2011,10,1.25,34,42.5,5,1
22684,2011,11,1.25,41,51.25,6,1
22684,2011,12,1.19,10,11.899999999999999,1,1
22685,2010,8,1.25,137,171.25,11,1
22685,2010,9,1.25,130,162.5,17,3
22685,2010,10,1.25,165,206.25,22,2
22685,2010,11,1.25,52,65.0,7,4
22685,2010,12,1.25,22,27.5,2,1
22685,2011,1,1.25,36,45.0,4,1
22685,2011,2,1.25,62,77.5,7,2
22685,2011,3,1.25,82,102.5,7,1
22685,2011,4,1.25,42,52.5,6,1
22685,2011,5,1.25,28,35.0,6,1
22685,2011,6,1.25,49,61.25,7,1
22685,2011,7,1.25,32,40.0,4,1
22685,2011,8,1.25,76,95.0,8,1
22685,2011,9,1.25,27,33.75,5,1
22685,2011,10,1.25,24,30.0,5,1
22685,2011,11,1.25,53,66.25,8,1
22685,2011,12,1.19,10,11.899999999999999,1,1
22686,2010,8,1.25,110,137.5,8,1
22686,2010,9,1.25,112,140.0,14,3
22686,2010,10,1.25,86,107.5,10,2
22686,2010,11,1.25,79,98.75,11,3
22686,2010,12,1.25,24,30.0,4,1
22686,2011,1,1.25,5,6.25,3,1
22686,2011,2,1.25,93,116.25,8,2
22686,2011,3,1.25,10,12.5,1,1
22686,2011,4,1.25,37,46.25,4,1
22686,2011,5,1.25,50,62.5,6,2
22686,2011,6,1.25,50,62.5,6,1
22686,2011,7,1.25,14,17.5,3,1
22686,2011,8,1.228888888888889,181,208.01,9,1
22686,2011,9,1.25,22,27.5,7,1
22686,2011,10,1.2077777777777778,205,219.77,9,1
22686,2011,11,1.371,46,58.71,10,1
22686,2011,12,1.17,122,129.46,3,1
22687,2010,6,7.49,1,7.49,1,1
22687,2010,7,7.49,15,112.35000000000001,4,1
22687,2010,8,7.3,24,168.36,6,1
22687,2010,9,7.7711764705882365,50,380.90000000000003,17,2
22687,2010,10,7.742571428571429,120,885.08,35,3
22687,2010,11,7.63,59,421.05,15,3
22687,2011,6,7.95,4,31.8,1,1
22687,2011,8,7.816666666666666,40,294.0,9,5
22687,2011,9,8.226111111111111,511,2491.61,18,2
22687,2011,10,8.25,1,8.25,1,1
22687,2011,11,11.602,8,99.52,5,1
22687,2011,12,16.63,4,66.52,1,1
22688,2010,6,7.49,1,7.49,1,1
22688,2010,7,7.49,2,14.98,1,1
22688,2010,8,7.489999999999999,17,127.33,6,2
22688,2010,9,7.798571428571429,40,303.24,14,3
22688,2010,10,7.831428571428572,34,257.38,14,2
22688,2010,11,7.840909090909091,62,468.9,22,1
22688,2010,12,7.607142857142857,35,251.85,7,3
22688,2011,1,7.95,1,7.95,1,1
22688,2011,8,7.55,14,99.30000000000001,3,2
22688,2011,9,6.831666666666667,636,2959.9,6,2
22688,2011,10,8.25,3,24.75,2,2
22688,2011,11,9.327142857142857,10,90.03999999999999,7,3
22688,2011,12,8.25,1,8.25,1,1
22689,2010,6,7.49,1,7.49,1,1
22689,2010,7,6.92,11,70.99,2,1
22689,2010,8,7.338,61,434.09000000000003,15,2
22689,2010,9,7.7644,73,548.6700000000001,25,2
22689,2010,10,7.687,195,1404.4099999999999,40,3
22689,2010,11,7.8,49,365.55,16,1
22689,2010,12,7.95,15,119.25,10,1
22689,2011,7,7.55,17,123.15,3,3
22689,2011,8,7.736363636363635,59,446.05,11,4
22689,2011,9,8.483793103448276,306,1718.24,29,2
22689,2011,10,8.804615384615385,167,1394.67,51,5
22689,2011,11,12.40875,50,539.0799999999999,8,1
22690,2010,6,7.205,68,440.92,4,1
22690,2010,7,7.32342105263158,334,1815.8600000000001,38,2
22690,2010,8,7.148,138,919.62,30,4
22690,2010,9,7.49,2,14.98,1,1
22690,2010,10,7.303846153846154,146,1004.7,13,2
22690,2010,11,7.772222222222222,210,1513.5,54,6
22690,2010,12,7.8500000000000005,29,218.55,12,3
22690,2011,1,7.864285714285715,35,266.25,14,2
22690,2011,2,7.7413043478260875,81,595.95,23,5
22690,2011,3,7.845652173913044,68,504.6,23,3
22690,2011,4,7.8236842105263165,57,429.15000000000003,19,3
22690,2011,5,7.64695652173913,178,1042.1,23,6
22690,2011,6,7.552608695652174,551,2670.25,23,4
22690,2011,7,7.571052631578947,92,659.4,19,2
22690,2011,8,7.889473684210526,60,466.0,18,2
22690,2011,9,7.86695652173913,268,1391.3,23,2
22690,2011,10,8.3725,76,598.24,28,5
22690,2011,11,8.120000000000001,72,558.9,27,4
22690,2011,12,8.12,28,219.3,9,3
22691,2010,6,7.489999999999999,5,37.45,3,1
22691,2010,7,7.3342307692307696,196,1049.24,26,3
22691,2010,8,7.13375,69,459.81,16,2
22691,2010,9,7.825294117647059,42,318.22,17,2
22691,2010,10,7.8236842105263165,48,357.6,19,1
22691,2010,11,7.95,15,119.25,6,1
22691,2010,12,7.95,1,7.95,1,1
22691,2011,2,7.65,24,171.6,8,1
22691,2011,3,7.709999999999999,34,246.3,10,2
22691,2011,4,7.95,19,151.05,11,2
22691,2011,5,7.8,22,162.9,8,1
22691,2011,6,7.95,13,103.35,8,1
22691,2011,7,7.95,16,127.2,10,1
22691,2011,8,7.95,24,190.8,11,2
22691,2011,9,7.18625,136,669.9,8,2
22691,2011,10,9.327142857142857,13,114.78999999999999,7,2
22691,2011,11,7.9575,31,232.35,8,2
22691,2011,12,8.25,10,82.5,5,1
22692,2010,6,7.49,1,7.49,1,1
22692,2010,7,7.246538461538462,242,1348.18,26,3
22692,2010,8,7.3076,100,692.0,25,4
22692,2010,9,7.756153846153846,34,252.46,13,3
22692,2010,10,7.590000000000001,46,329.7,10,2
22692,2010,11,7.822340425531916,136,1022.4,47,3
22692,2010,12,7.95,21,166.95,8,1
22692,2011,1,7.532608695652174,135,953.25,23,4
22692,2011,2,7.796153846153847,124,925.8,39,4
22692,2011,3,7.7785714285714285,118,866.1,35,5
22692,2011,4,7.902,66,512.7,25,4
22692,2011,5,7.717741935483871,119,862.05,31,5
22692,2011,6,7.895454545454546,45,345.75,22,5
22692,2011,7,7.790000000000001,101,742.95,30,3
22692,2011,8,7.812857142857142,106,794.7,35,5
22692,2011,9,7.992068965517242,376,1965.3000000000002,29,4
22692,2011,10,8.38030303030303,88,708.34,33,7
22692,2011,11,8.523684210526316,60,467.44,19,4
22692,2011,12,8.25,17,140.25,9,3
22693,2010,8,1.25,48,60.0,2,1
22693,2010,9,1.25,192,240.0,6,1
22693,2010,10,1.231,312,371.76,10,1
22693,2010,11,1.2348000000000001,750,901.02,24,3
22693,2010,12,1.1785714285714286,2616,2507.76,7,1
22693,2011,1,1.2373333333333332,456,551.76,15,3
22693,2011,2,1.2166666666666666,3795,3799.11,15,2
22693,2011,3,1.24,624,752.64,19,3
22693,2011,4,1.2353846153846153,2592,2875.2000000000003,26,3
22693,2011,5,1.25,792,990.0,28,5
22693,2011,6,1.2330434782608695,1128,1185.3600000000001,23,3
22693,2011,7,1.2270588235294118,1032,1065.3600000000001,17,2
22693,2011,8,1.25,312,390.0,12,3
22693,2011,9,1.25,408,510.0,17,3
22693,2011,10,1.2359259259259259,889,1074.77,27,3
22693,2011,11,1.2373333333333332,1056,1260.72,30,5
22693,2011,12,1.1866666666666668,240,263.52,3,2
22694,2010,7,2.1,19,39.900000000000006,4,1
22694,2010,8,2.1,213,447.3,40,2
22694,2010,9,2.092753623188406,504,1028.4,68,2
22694,2010,10,2.093377483443709,1077,2201.7000000000003,149,2
22694,2010,11,2.096815286624204,1007,2069.7000000000003,156,2
22694,2010,12,2.1,269,564.9000000000001,53,1
22694,2011,1,2.1,7,14.7,6,1
22694,2011,2,2.1,36,75.60000000000001,9,1
22694,2011,3,2.1,19,39.900000000000006,5,1
22694,2011,4,2.1,56,117.60000000000001,12,1
22694,2011,5,2.1,37,77.7,7,1
22694,2011,6,2.1,46,96.6,2,1
22694,2011,7,2.1,23,48.300000000000004,7,1
22694,2011,8,2.1,46,96.60000000000001,15,2
22694,2011,9,2.084848484848485,252,511.20000000000005,33,2
22694,2011,10,2.1,209,438.90000000000003,44,1
22694,2011,11,2.0948979591836734,564,1154.4,95,3
22694,2011,12,2.1,44,92.4,15,1
22695,2010,7,1.45,3,4.35,1,1
22695,2010,8,1.45,100,145.0,15,1
22695,2010,9,1.45,173,250.84999999999997,17,2
22695,2010,10,1.4428571428571428,237,334.04999999999995,26,1
22695,2010,11,1.4433333333333331,170,236.89999999999998,29,2
22695,2010,12,1.45,41,59.449999999999996,10,2
22695,2011,1,1.45,16,23.2,2,1
22695,2011,2,1.45,2,2.9,1,1
22695,2011,3,1.45,15,21.75,2,1
22695,2011,4,1.45,18,26.099999999999998,4,1
22695,2011,5,1.45,22,31.9,4,1
22695,2011,6,1.45,2,2.9,1,1
22695,2011,8,1.45,2,2.9,2,1
22695,2011,9,1.41,116,156.2,10,1
22695,2011,10,1.4375,158,219.5,15,1
22695,2011,11,1.6033333333333333,97,146.17,23,2
22695,2011,12,0.7909090909090909,206,157.9,22,1
22696,2010,7,1.95,3,5.85,1,1
22696,2010,8,1.95,61,118.94999999999999,15,1
22696,2010,9,1.95,149,290.55,17,2
22696,2010,10,1.9430232558139535,263,498.45,41,2
22696,2010,11,1.9437499999999999,192,360.0,48,2
22696,2010,12,1.9499999999999997,78,152.1,21,2
22696,2011,1,1.8499999999999999,59,100.64999999999999,3,1
22696,2011,2,1.95,14,27.299999999999997,2,1
22696,2011,3,1.95,8,15.6,2,1
22696,2011,4,1.95,24,46.8,2,2
22696,2011,5,1.95,12,23.4,4,1
22696,2011,6,1.95,2,3.9,1,1
22696,2011,7,1.95,1,1.95,1,1
22696,2011,8,1.89,61,104.54999999999998,4,1
22696,2011,9,1.9214285714285715,154,282.3,19,1
22696,2011,10,2.0395238095238093,139,258.83,20,2
22696,2011,11,2.071111111111111,123,252.92999999999998,35,3
22696,2011,12,1.9500000000000002,17,33.15,9,1
22697,2010,8,2.905555555555556,307,855.25,36,3
22697,2010,9,2.8911764705882357,644,1775.0,68,7
22697,2010,10,2.9006172839506177,671,1857.0500000000002,80,7
22697,2010,11,2.867808219178082,646,1756.9,71,5
22697,2010,12,2.8911764705882357,359,982.25,33,3
22697,2011,1,2.8893939393939396,291,808.0500000000001,33,3
22697,2011,2,2.9166666666666665,551,1519.8500000000001,58,4
22697,2011,3,2.937692307692308,421,1203.5500000000002,63,5
22697,2011,4,2.899206349206349,463,1289.0500000000002,63,4
22697,2011,5,2.905555555555556,609,1700.5500000000002,80,6
22697,2011,6,2.8653846153846154,569,1553.3500000000001,52,5
22697,2011,7,2.891666666666667,616,1662.8,48,5
22697,2011,8,2.888461538461539,492,1355.4,51,8
22697,2011,9,2.9457333333333335,759,2091.57,75,6
22697,2011,10,3.1535714285714285,590,1650.3400000000001,55,6
22697,2011,11,3.047142857142857,419,1192.65,62,4
22697,2011,12,3.018888888888889,267,726.13,18,3
22698,2010,8,2.8848484848484848,596,1536.2,33,3
22698,2010,9,2.879032258064516,808,2182.0,62,6
22698,2010,10,2.9111111111111114,597,1660.3500000000001,72,6
22698,2010,11,2.8911764705882357,244,671.8000000000001,32,2
22698,2010,12,2.95,5,14.75,2,1
22698,2011,2,2.9048387096774198,619,1706.0500000000002,61,3
22698,2011,3,2.95,297,876.1500000000001,54,3
22698,2011,4,2.902542372881356,454,1262.5,59,4
22698,2011,5,2.917123287671233,566,1592.9,73,6
22698,2011,6,2.8552631578947367,423,1145.8500000000001,38,3
22698,2011,7,2.867948717948718,633,1689.75,39,4
22698,2011,8,2.8863636363636362,454,1252.9,44,7
22698,2011,9,2.87,695,1906.25,65,5
22698,2011,10,3.1328571428571435,586,1596.06,48,7
22698,2011,11,3.0096363636363637,374,1062.74,54,5
22698,2011,12,3.0573684210526317,201,557.39,19,3
22699,2010,8,2.894871794871795,633,1642.95,39,3
22699,2010,9,2.87,895,2419.4500000000003,75,7
22699,2010,10,2.9127906976744184,723,2012.8500000000001,86,6
22699,2010,11,2.8847826086956525,779,2134.85,87,7
22699,2010,12,2.886842105263158,398,1087.7,37,2
22699,2011,1,2.8914634146341465,460,1256.2,41,6
22699,2011,2,2.9166666666666665,619,1706.0500000000002,60,6
22699,2011,3,2.9094202898550723,736,2010.0,69,7
22699,2011,4,2.9006849315068495,553,1544.95,73,6
22699,2011,5,2.9087628865979385,761,2127.3500000000004,96,7
22699,2011,6,2.859677419354839,1408,3705.6,60,7
22699,2011,7,2.8637254901960785,1106,2913.5,51,7
22699,2011,8,2.8957627118644065,544,1508.8,58,7
22699,2011,9,2.9305128205128206,930,2531.2200000000003,78,6
22699,2011,10,3.0732876712328765,828,2262.96,71,7
22699,2011,11,2.9505633802816904,521,1472.5900000000001,70,6
22699,2011,12,3.0363157894736843,255,700.33,19,3
22700,2010,7,2.905555555555556,27,77.25,9,1
22700,2010,8,2.892857142857143,51,140.85,7,1
22700,2010,9,2.95,33,97.35000000000001,8,2
22700,2010,10,2.974166666666667,49,146.29000000000002,12,5
22700,2010,11,2.95,25,73.75000000000001,8,1
22700,2010,12,1.55,153,148.95,9,1
22700,2011,1,2.370714285714286,205,253.69,14,2
22700,2011,2,0.85,72,61.199999999999996,2,1
22700,2011,3,2.95,3,8.850000000000001,2,1
22700,2011,4,2.9500000000000006,16,47.2,6,1
22700,2011,5,2.5650000000000004,731,2023.49,8,1
22700,2011,6,2.9500000000000006,6,17.700000000000003,3,1
22700,2011,7,2.95,2,5.9,2,2
22700,2011,8,2.95,1,2.95,1,1
22700,2011,10,2.95,3,8.850000000000001,1,1
22701,2010,6,2.95,7,20.650000000000002,2,1
22701,2010,7,2.8833333333333333,16,44.8,6,1
22701,2010,8,2.95,27,79.65,5,1
22701,2010,9,2.95,28,82.60000000000001,7,1
22701,2010,10,2.9914285714285715,23,69.59,7,2
22701,2010,11,2.95,15,44.25000000000001,7,1
22701,2010,12,1.375,73,64.14999999999999,4,1
22701,2011,1,2.6914285714285713,47,89.99000000000001,7,1
22701,2011,2,0.85,72,61.199999999999996,2,1
22701,2011,3,2.9500000000000006,23,67.85000000000001,5,2
22701,2011,4,2.95,7,20.650000000000002,2,1
22701,2011,5,1.82,121,163.26999999999998,3,1
22701,2011,6,2.95,3,8.850000000000001,2,1
22701,2011,7,2.95,7,20.650000000000002,2,2
22701,2011,8,2.9500000000000006,10,29.500000000000004,3,1
22701,2011,9,2.705,3,7.87,2,1
22701,2011,10,2.7866666666666666,3,8.36,3,1
22701,2011,11,2.81,8,22.62,7,1
22701,2011,12,0.9570000000000001,59,48.28,10,1
22702,2010,6,2.1,4,8.4,2,1
22702,2010,7,2.0583333333333336,28,57.300000000000004,6,1
22702,2010,8,2.016666666666667,82,154.20000000000002,3,1
22702,2010,9,2.1,33,69.30000000000001,7,2
22702,2010,10,2.125,48,102.60000000000001,12,5
22702,2010,11,2.1,21,44.1,9,1
22702,2010,12,1.1333333333333333,171,115.50000000000001,9,1
22702,2011,1,1.7285714285714284,73,85.5,7,2
22702,2011,2,1.475,54,53.4,2,1
22702,2011,3,2.25,26,61.8,2,1
22702,2011,4,2.1,19,39.900000000000006,4,2
22702,2011,5,1.7833333333333332,962,2196.6,3,1
22702,2011,6,2.1,11,23.1,3,1
22702,2011,7,2.1,4,8.4,4,1
22702,2011,8,2.1,20,42.00000000000001,4,2
22702,2011,9,2.1,6,12.600000000000001,1,1
22702,2011,10,2.1,7,14.700000000000001,2,2
22702,2011,11,2.1,4,8.4,2,1
22703,2010,6,2.1,6,12.600000000000001,1,1
22703,2010,7,2.05,30,61.50000000000001,5,1
22703,2010,8,2.1,24,50.400000000000006,4,2
22703,2010,9,2.1,23,48.300000000000004,6,1
22703,2010,10,2.1375,24,52.2,8,2
22703,2010,11,2.1,35,73.5,10,1
22703,2010,12,2.1,1,2.1,1,1
22703,2011,1,2.16,46,105.60000000000001,5,1
22703,2011,2,2.1,7,14.700000000000001,2,1
22703,2011,3,2.1,8,16.8,2,1
22703,2011,4,2.1,4,8.4,3,1
22703,2011,6,2.1,1,2.1,1,1
22703,2011,7,2.1,7,14.700000000000001,2,2
22703,2011,8,2.1,8,16.8,2,1
22703,2011,9,1.63,2,3.26,2,1
22703,2011,10,1.9120000000000001,8,14.45,5,1
22703,2011,11,1.7475,5,8.62,4,1
22703,2011,12,0.59,71,41.89,11,1
22704,2010,5,0.42,25,10.5,1,1
22704,2010,6,0.42,400,168.0,16,3
22704,2010,7,0.42,450,189.0,17,3
22704,2010,8,0.42,325,136.5,13,3
22704,2010,9,0.42,375,157.5,15,2
22704,2010,10,0.41777777777777775,1100,446.0,36,4
22704,2010,11,0.4163636363636364,725,288.5,22,5
22704,2010,12,0.42,200,84.0,8,3
22704,2011,1,0.42,400,168.0,16,3
22704,2011,2,0.42,300,126.0,12,2
22704,2011,3,0.42,350,147.0,12,5
22704,2011,4,0.42,150,63.0,6,2
22704,2011,5,0.41428571428571426,550,215.0,14,3
22704,2011,6,0.4155555555555555,850,325.0,18,5
22704,2011,7,0.42,500,210.0,19,3
22704,2011,8,0.42,425,178.5,14,6
22704,2011,9,0.42,425,178.5,14,4
22704,2011,10,0.42,550,231.0,18,5
22704,2011,11,0.42,350,147.0,14,5
22704,2011,12,0.42,200,84.0,8,4
22705,2010,5,0.42,50,21.0,2,1
22705,2010,6,0.42,225,94.5,9,2
22705,2010,7,0.42,325,136.5,13,2
22705,2010,8,0.42,225,94.5,9,2
22705,2010,9,0.42,300,126.0,12,2
22705,2010,10,0.42,425,178.5,17,5
22705,2010,11,0.42,275,115.5,11,2
22705,2010,12,0.42000000000000004,125,52.5,5,3
22705,2011,1,0.42,100,42.0,4,2
22705,2011,2,0.42,75,31.5,3,1
22705,2011,3,0.42,75,31.5,3,2
22705,2011,4,0.42,50,21.0,2,1
22705,2011,5,0.42000000000000004,250,105.0,10,2
22705,2011,6,0.42,275,115.5,11,5
22705,2011,7,0.42,175,73.5,7,1
22705,2011,8,0.42,200,84.0,7,4
22705,2011,9,0.42,175,73.5,7,2
22705,2011,10,0.42,225,94.5,9,3
22705,2011,11,0.42,100,42.0,4,3
22705,2011,12,0.42,50,21.0,2,1
22706,2010,6,0.42,150,63.0,6,1
22706,2010,7,0.42,275,115.5,8,2
22706,2010,8,0.42000000000000004,125,52.5,5,1
22706,2010,9,0.4066666666666667,325,120.5,6,2
22706,2010,10,0.415,775,293.5,16,5
22706,2010,11,0.41384615384615386,515,200.3,13,5
22706,2010,12,0.42,125,52.5,4,2
22706,2011,1,0.42,100,42.0,4,2
22706,2011,2,0.42,100,42.0,4,1
22706,2011,3,0.42,75,31.5,3,2
22706,2011,4,0.42,150,63.0,6,1
22706,2011,5,0.42,200,84.0,8,1
22706,2011,6,0.42000000000000004,300,126.0,10,1
22706,2011,7,0.4127272727272727,475,183.5,11,2
22706,2011,8,0.42,50,21.0,2,2
22706,2011,9,0.42,150,63.0,6,1
22706,2011,10,0.42,200,84.0,6,3
22706,2011,11,0.42,25,10.5,1,1
22706,2011,12,0.42,100,42.0,4,2
22707,2010,5,0.42,25,10.5,1,1
22707,2010,6,0.42,100,42.0,4,1
22707,2010,7,0.42,125,52.5,4,1
22707,2010,8,0.42,100,42.0,4,1
22707,2010,9,0.42,100,42.0,4,3
22707,2010,10,0.42000000000000004,275,115.5,10,2
22707,2010,11,0.42,175,73.5,7,3
22707,2010,12,0.42,25,10.5,1,1
22707,2011,1,0.42,75,31.5,3,2
22707,2011,2,0.42,25,10.5,1,1
22707,2011,3,0.42,75,31.5,2,1
22707,2011,4,0.42000000000000004,125,52.5,5,1
22707,2011,5,0.42,175,73.5,7,3
22707,2011,6,0.42,75,31.5,2,1
22707,2011,7,0.42,200,84.0,7,2
22707,2011,8,0.42,75,31.5,3,2
22707,2011,9,0.42,75,31.5,3,1
22707,2011,10,0.42,100,42.0,4,1
22707,2011,11,0.42,200,84.0,8,1
22707,2011,12,0.42,25,10.5,1,1
22708,2010,6,0.42,200,84.0,7,2
22708,2010,7,0.42,200,84.0,7,1
22708,2010,8,0.42,75,31.5,3,1
22708,2010,9,0.42,325,136.5,12,3
22708,2010,10,0.4152941176470588,1225,450.5,17,3
22708,2010,11,0.41384615384615386,500,194.0,13,3
22708,2010,12,0.42,100,42.0,4,1
22708,2011,1,0.42000000000000004,125,52.5,5,2
22708,2011,2,0.42,225,94.5,9,1
22708,2011,3,0.41,375,141.5,8,4
22708,2011,4,0.42000000000000004,125,52.5,5,1
22708,2011,5,0.42,175,73.5,7,1
22708,2011,6,0.42,225,94.5,9,1
22708,2011,7,0.42,200,84.0,7,1
22708,2011,8,0.42,200,84.0,8,5
22708,2011,9,0.42,225,94.5,8,3
22708,2011,10,0.42,325,136.5,13,4
22708,2011,11,0.42,375,157.5,12,3
22708,2011,12,0.42,100,42.0,4,3
22709,2010,6,0.42,100,42.0,4,1
22709,2010,7,0.42,175,73.5,7,3
22709,2010,8,0.42,25,10.5,1,1
22709,2010,9,0.404,300,110.0,5,2
22709,2010,10,0.41333333333333333,475,183.5,12,4
22709,2010,11,0.41,375,141.5,8,4
22709,2011,1,0.42,100,42.0,4,2
22709,2011,2,0.42,75,31.5,3,2
22709,2011,3,0.42,50,21.0,2,1
22709,2011,4,0.42,100,42.0,4,1
22709,2011,5,0.42,100,42.0,4,1
22709,2011,6,0.4,275,99.5,4,2
22709,2011,7,0.42000000000000004,125,52.5,5,3
22709,2011,8,0.42,100,42.0,4,2
22709,2011,9,0.40499999999999997,275,103.5,4,1
22709,2011,10,0.42,100,42.0,4,1
22709,2011,12,0.42,25,10.5,1,1
22710,2010,5,0.42,25,10.5,1,1
22710,2010,6,0.4111111111111111,500,186.0,9,2
22710,2010,7,0.42,401,168.42,15,1
22710,2010,8,0.4,528,189.76,8,1
22710,2010,9,0.42000000000000004,275,115.5,10,1
22710,2010,10,0.415,700,270.0,16,4
22710,2010,11,0.42,250,105.0,9,2
22710,2010,12,0.42000000000000004,150,63.0,5,2
22710,2011,1,0.41200000000000003,725,272.5,10,2
22710,2011,2,0.40857142857142853,350,131.0,7,1
22710,2011,3,0.42,250,105.0,8,1
22710,2011,4,0.4127272727272727,475,183.5,11,1
22710,2011,5,0.42,225,94.5,9,2
22710,2011,6,0.404,325,120.5,5,2
22710,2011,7,0.42000000000000004,150,63.0,5,1
22710,2011,8,0.42,225,94.5,9,4
22710,2011,9,0.42000000000000004,250,105.0,10,2
22710,2011,10,0.4114285714285714,950,363.0,7,2
22710,2011,11,0.42,275,115.5,11,1
22710,2011,12,0.42,75,31.5,3,1
22711,2010,5,0.42,25,10.5,1,1
22711,2010,6,0.42,350,147.0,13,4
22711,2010,7,0.42,300,126.0,11,2
22711,2010,8,0.42,275,115.5,11,1
22711,2010,9,0.42,375,157.5,14,1
22711,2010,10,0.42,525,220.5,18,3
22711,2010,11,0.41200000000000003,625,230.5,10,3
22711,2010,12,0.42,50,21.0,2,1
22711,2011,1,0.42,275,115.5,11,3
22711,2011,2,0.42,150,63.0,4,2
22711,2011,3,0.42000000000000004,275,115.5,10,2
22711,2011,4,0.42,202,84.84,9,1
22711,2011,5,0.42,375,157.5,15,4
22711,2011,6,0.42,150,63.0,6,2
22711,2011,7,0.41200000000000003,425,162.5,10,2
22711,2011,8,0.42,100,42.0,4,2
22711,2011,9,0.42,225,94.5,9,2
22711,2011,10,0.42,350,147.0,11,2
22711,2011,11,0.42,150,63.0,6,1
22711,2011,12,0.42,100,42.0,3,2
22712,2010,5,0.42,36,15.120000000000001,3,1
22712,2010,6,0.41647058823529415,264,106.56,17,4
22712,2010,7,0.41714285714285715,324,131.76,21,3
22712,2010,8,0.41600000000000004,240,96.48,15,4
22712,2010,9,0.42,204,85.68,16,5
22712,2010,10,0.4128,542,210.35999999999999,25,5
22712,2010,11,0.41142857142857137,1128,430.56,35,8
22712,2010,12,0.42000000000000004,72,30.24,5,1
22712,2011,2,0.42,12,5.04,1,1
22712,2011,3,0.41,200,75.36,6,2
22712,2011,4,0.42,228,95.76,17,2
22712,2011,5,0.414375,864,332.64,32,6
22712,2011,6,0.4128,660,255.6,25,4
22712,2011,7,0.42,228,95.76,19,5
22712,2011,8,0.4145454545454545,468,183.6,22,6
22712,2011,9,0.43296296296296294,469,188.75,27,6
22712,2011,10,0.4785185185185185,414,167.7,27,5
22712,2011,11,0.4883333333333333,379,166.97,24,4
22712,2011,12,0.45625,277,103.78999999999999,8,5
22713,2010,5,0.42,24,10.08,2,1
22713,2010,6,0.41333333333333333,624,240.48,18,1
22713,2010,7,0.42,120,50.4,9,1
22713,2010,8,0.40499999999999997,384,142.56,8,3
22713,2010,9,0.40800000000000003,252,97.19999999999999,10,1
22713,2010,10,0.41647058823529415,588,225.35999999999999,17,1
22713,2010,11,0.42,384,161.28,27,2
22713,2010,12,0.42,156,65.52,12,2
22713,2011,1,0.42,132,55.44,8,1
22713,2011,2,0.4145454545454545,348,133.92,11,2
22713,2011,3,0.4090909090909091,276,107.28,11,2
22713,2011,4,0.41333333333333333,304,122.4,18,1
22713,2011,5,0.41368421052631577,543,210.06,18,1
22713,2011,6,0.42,172,72.24,14,1
22713,2011,7,0.4125,168,65.52,8,1
22713,2011,8,0.42,156,65.52,11,1
22713,2011,9,0.4682352941176471,206,87.34,17,1
22713,2011,10,0.40499999999999997,620,231.11999999999998,8,2
22713,2011,11,0.42,120,50.4,9,1
22713,2011,12,0.42,48,20.16,4,2
22714,2010,5,0.42,12,5.04,1,1
22714,2010,6,0.41538461538461535,216,86.39999999999999,13,3
22714,2010,7,0.41714285714285715,336,136.8,21,3
22714,2010,8,0.42000000000000004,132,55.44,10,3
22714,2010,9,0.4145454545454545,192,76.32,11,5
22714,2010,10,0.415,434,173.64,24,5
22714,2010,11,0.41,408,158.4,18,7
22714,2010,12,0.42,48,20.16,4,2
22714,2011,1,0.40499999999999997,396,149.04,12,3
