Treatment,Outcome,Year,Month,PreviousQuantity,TimeIndex
0.65,109,2011,11,126.0,23
0.65,4,2011,12,109.0,24
0.65,36,2010,3,84.0,3
0.65,36,2010,4,36.0,4
0.65,78,2010,7,36.0,7
0.65,92,2010,8,78.0,8
0.65,188,2010,9,92.0,9
0.64375,503,2010,10,188.0,10
0.65,223,2010,11,503.0,11
0.65,96,2010,12,223.0,12
0.65,30,2011,7,96.0,19
0.65,6,2011,8,30.0,20
0.3871428571428571,427,2011,9,6.0,21
0.223125,1382,2011,10,427.0,22
0.2802127659574468,1790,2011,11,1382.0,23
0.31375,444,2011,12,1790.0,24
0.65,36,2010,3,84.0,3
0.65,36,2010,4,36.0,4
0.65,10,2010,7,36.0,7
0.65,73,2010,8,10.0,8
0.65,104,2010,9,73.0,9
0.65,311,2010,10,104.0,10
0.6500000000000001,288,2010,11,311.0,11
0.65,48,2010,12,288.0,12
0.55,288,2011,7,48.0,19
0.2666666666666666,406,2011,9,288.0,21
0.2657142857142857,1036,2011,10,406.0,22
0.19,505,2011,11,1036.0,23
1.65,12,2010,5,12.0,5
1.6499999999999997,36,2010,8,12.0,8
1.6499999999999997,73,2010,9,36.0,9
1.65,76,2010,10,73.0,10
1.65,130,2010,11,76.0,11
1.65,12,2011,8,130.0,20
0.5299999999999999,192,2011,9,12.0,21
0.39,209,2011,10,192.0,22
0.39,518,2011,11,209.0,23
0.655,49,2011,12,518.0,24
1.65,60,2010,2,134.0,2
1.625,158,2010,3,60.0,3
1.65,101,2010,4,158.0,4
1.65,113,2010,5,101.0,5
1.65,100,2010,6,113.0,6
1.6499999999999997,66,2010,7,100.0,7
1.65,48,2010,8,66.0,8
1.65,102,2010,9,48.0,9
1.633333333333333,1261,2010,10,102.0,10
1.6166666666666665,625,2010,11,1261.0,11
1.65,24,2010,12,625.0,12
1.6214285714285714,100,2011,1,24.0,13
1.6499999999999997,28,2011,2,100.0,14
1.6499999999999997,51,2011,3,28.0,15
1.5833333333333333,36,2011,4,51.0,16
1.65,40,2011,5,36.0,17
1.65,12,2011,6,40.0,18
1.65,15,2011,7,12.0,19
1.6499999999999997,25,2011,8,15.0,20
2.06,49,2011,9,25.0,21
2.1966666666666668,14,2011,10,49.0,22
2.47,8,2011,11,14.0,23
3.29,3,2011,12,8.0,24
1.6499999999999997,36,2010,2,26.0,2
1.6166666666666665,134,2010,3,36.0,3
1.65,111,2010,4,134.0,4
1.65,73,2010,5,111.0,5
1.65,84,2010,6,73.0,6
1.65,48,2010,7,84.0,7
1.65,74,2010,8,48.0,8
1.6499999999999997,36,2010,9,74.0,9
1.65,76,2010,10,36.0,10
1.65,29,2010,11,76.0,11
1.1166666666666667,84,2010,12,29.0,12
1.1166666666666665,120,2011,1,84.0,13
1.6499999999999997,36,2011,2,120.0,14
1.6499999999999997,36,2011,3,36.0,15
1.45,12,2011,4,36.0,16
1.6499999999999997,25,2011,5,12.0,17
0.75,40,2011,6,25.0,18
0.75,84,2011,7,40.0,19
0.75,85,2011,8,84.0,20
0.75,146,2011,9,85.0,21
0.75,110,2011,10,146.0,22
0.75,55,2011,11,110.0,23
0.85,75,2010,2,13.0,2
0.85,34,2010,3,75.0,3
0.85,90,2010,4,34.0,4
0.7979999999999999,122,2010,5,90.0,5
0.8283333333333333,73,2010,6,122.0,6
0.85,60,2010,7,73.0,7
0.8175,168,2010,8,60.0,8
0.85,81,2010,9,168.0,9
0.85,84,2010,10,81.0,10
0.83375,138,2010,11,84.0,11
0.37,372,2010,12,138.0,12
0.21,288,2011,1,372.0,13
0.6366666666666666,54,2011,2,288.0,14
0.85,54,2011,3,54.0,15
0.8175,126,2011,4,54.0,16
0.85,48,2011,5,126.0,17
0.85,88,2011,6,48.0,18
0.8240000000000001,101,2011,7,88.0,19
0.85,27,2011,8,101.0,20
0.85,48,2011,9,27.0,21
0.72,72,2011,10,48.0,22
0.85,54,2011,11,72.0,23
0.19,370,2011,12,54.0,24
0.85,4,2010,3,19.0,3
0.85,60,2010,4,4.0,4
0.85,12,2010,5,60.0,5
0.85,22,2010,6,12.0,6
0.85,9,2010,7,22.0,7
0.85,18,2010,8,9.0,8
0.85,34,2010,9,18.0,9
0.85,48,2010,10,34.0,10
0.85,27,2010,11,48.0,11
0.3166666666666666,372,2010,12,27.0,12
0.21,216,2011,1,372.0,13
0.85,30,2011,3,216.0,15
0.85,42,2011,4,30.0,16
0.85,7,2011,5,42.0,17
0.85,30,2011,6,7.0,18
0.85,41,2011,7,30.0,19
0.85,40,2011,8,41.0,20
1.11,25,2011,9,40.0,21
0.85,18,2011,11,25.0,23
0.19,225,2011,12,18.0,24
0.85,16,2010,3,7.0,3
0.85,54,2010,4,16.0,4
0.85,19,2010,5,54.0,5
0.85,27,2010,6,19.0,6
0.85,23,2010,7,27.0,7
0.85,22,2010,8,23.0,8
0.85,57,2010,9,22.0,9
0.85,48,2010,10,57.0,10
0.85,27,2010,11,48.0,11
0.3166666666666666,372,2010,12,27.0,12
0.21,192,2011,1,372.0,13
0.85,3,2011,2,192.0,14
0.85,50,2011,3,3.0,15
0.85,18,2011,4,50.0,16
0.85,25,2011,5,18.0,17
0.85,6,2011,6,25.0,18
0.85,17,2011,7,6.0,19
0.85,24,2011,8,17.0,20
0.85,12,2011,9,24.0,21
0.85,2,2011,10,12.0,22
0.85,17,2011,11,2.0,23
0.19,231,2011,12,17.0,24
0.85,4,2010,3,7.0,3
0.85,24,2010,4,4.0,4
0.85,3,2010,5,24.0,5
0.85,10,2010,6,3.0,6
0.85,30,2010,7,10.0,7
0.85,9,2010,8,30.0,8
0.85,7,2010,9,9.0,9
0.85,36,2010,10,7.0,10
0.8240000000000001,99,2010,11,36.0,11
0.3166666666666666,348,2010,12,99.0,12
0.21,102,2011,1,348.0,13
0.85,38,2011,3,102.0,15
0.7849999999999999,78,2011,4,38.0,16
0.85,6,2011,5,78.0,17
0.85,6,2011,6,6.0,18
0.85,29,2011,7,6.0,19
0.85,24,2011,8,29.0,20
1.11,20,2011,11,24.0,23
0.19,231,2011,12,20.0,24
1.25,105,2010,2,46.0,2
1.25,88,2010,3,105.0,3
1.2183333333333335,582,2010,4,88.0,4
1.2120000000000002,336,2010,5,582.0,5
1.1866666666666663,750,2010,6,336.0,6
1.06,432,2010,7,750.0,7
1.155,42,2010,8,432.0,8
0.8402499999999999,1409,2010,2,893.0,2
0.85,401,2010,3,1409.0,3
0.8423529411764706,651,2010,4,401.0,4
0.8458064516129032,288,2010,5,651.0,5
0.8499999999999999,265,2010,6,288.0,6
0.8448,477,2010,7,265.0,7
0.8455172413793103,554,2010,8,477.0,8
0.8464864864864865,648,2010,9,554.0,9
0.8476363636363636,588,2010,10,648.0,10
0.8440909090909091,616,2010,11,588.0,11
0.85,527,2010,12,616.0,12
0.8499999999999999,353,2011,1,527.0,13
0.8413333333333333,495,2011,2,353.0,14
0.85,207,2011,3,495.0,15
0.85,187,2011,4,207.0,16
0.8413333333333333,288,2011,5,187.0,17
0.8435,333,2011,6,288.0,18
0.85,296,2011,7,333.0,19
0.85,203,2011,8,296.0,20
0.8871428571428571,212,2011,9,203.0,21
0.8825,306,2011,10,212.0,22
0.9057142857142856,421,2011,11,306.0,23
0.98,33,2011,12,421.0,24
3.732,152,2010,2,95.0,2
3.75,30,2010,3,152.0,3
3.684545454545455,66,2010,4,30.0,4
3.69,73,2010,5,66.0,5
3.678,70,2010,6,73.0,6
3.75,65,2010,7,70.0,7
3.75,52,2010,8,65.0,8
3.75,77,2010,9,52.0,9
3.655333333333333,81,2010,10,77.0,10
3.75,72,2010,11,81.0,11
3.75,15,2010,12,72.0,12
3.632222222222222,76,2011,1,15.0,13
3.75,34,2011,2,76.0,14
3.75,40,2011,3,34.0,15
3.75,21,2011,4,40.0,16
3.5780000000000003,847,2011,5,21.0,17
3.75,31,2011,6,847.0,18
3.75,29,2011,7,31.0,19
3.75,8,2011,8,29.0,20
3.75,91,2011,9,8.0,21
3.732,102,2011,10,91.0,22
4.059166666666667,37,2011,11,102.0,23
3.75,8,2011,12,37.0,24
2.55,140,2010,2,88.0,2
2.55,16,2010,3,140.0,3
2.5125,49,2010,4,16.0,4
2.475,140,2010,5,49.0,5
2.509090909090909,85,2010,6,140.0,6
2.55,36,2010,7,85.0,7
2.55,62,2010,8,36.0,8
2.55,57,2010,9,62.0,9
2.5616666666666665,112,2010,10,57.0,10
2.55,66,2010,11,112.0,11
2.55,14,2010,12,66.0,12
2.57,69,2011,1,14.0,13
2.55,39,2011,2,69.0,14
2.55,26,2011,3,39.0,15
2.55,16,2011,4,26.0,16
2.5675,938,2011,5,16.0,17
2.55,30,2011,6,938.0,18
2.55,34,2011,7,30.0,19
2.55,14,2011,8,34.0,20
2.55,77,2011,9,14.0,21
2.55,57,2011,10,77.0,22
2.55,23,2011,11,57.0,23
2.55,19,2011,12,23.0,24
2.5280487804878047,343,2010,2,290.0,2
2.53953488372093,285,2010,3,343.0,3
2.536764705882353,192,2010,4,285.0,4
2.5404255319148934,258,2010,5,192.0,5
2.541509433962264,346,2010,6,258.0,6
2.522727272727273,297,2010,7,346.0,7
2.5295454545454543,406,2010,8,297.0,8
2.52,528,2010,9,406.0,9
2.55,175,2010,10,528.0,10
2.5290697674418605,357,2010,11,175.0,11
2.5275,164,2010,12,357.0,12
2.55,153,2011,1,164.0,13
2.49375,292,2011,2,153.0,14
2.510869565217391,292,2011,3,292.0,15
2.55,126,2011,4,292.0,16
2.511428571428571,422,2011,5,126.0,17
2.5375,251,2011,6,422.0,18
2.55,89,2011,7,251.0,19
2.510869565217391,222,2011,8,89.0,20
2.593142857142857,362,2011,9,222.0,21
2.6888,295,2011,10,362.0,22
2.5354838709677416,160,2011,11,295.0,23
3.1525,20,2011,12,160.0,24
2.515384615384615,323,2010,2,356.0,2
2.524528301886792,378,2010,3,323.0,3
2.55,191,2010,4,378.0,4
2.498571428571428,373,2010,5,191.0,5
2.540625,295,2010,6,373.0,6
2.5384615384615383,285,2010,7,295.0,7
2.55,234,2010,8,285.0,8
2.55,63,2010,9,234.0,9
2.55,26,2011,2,63.0,14
2.55,10,2011,3,26.0,15
2.55,23,2011,4,10.0,16
2.55,1,2011,5,23.0,17
3.5700000000000003,113,2010,2,138.0,2
3.678,122,2010,3,113.0,3
3.698571428571429,115,2010,4,122.0,4
3.732857142857143,131,2010,5,115.0,5
3.7275,248,2010,6,131.0,6
3.718695652173913,179,2010,7,248.0,7
3.75,40,2010,8,179.0,8
3.66,169,2010,9,40.0,9
3.75,18,2010,10,169.0,10
3.75,28,2010,11,18.0,11
3.75,29,2010,12,28.0,12
3.705,82,2011,1,29.0,13
3.63,80,2011,2,82.0,14
3.63,95,2011,3,80.0,15
3.75,48,2011,4,95.0,16
3.698571428571429,89,2011,5,48.0,17
3.698571428571429,89,2011,6,89.0,18
3.678,44,2011,7,89.0,19
3.678,58,2011,8,44.0,20
5.234,36,2011,9,58.0,21
3.63,44,2011,10,36.0,22
3.75,6,2011,11,44.0,23
0.825925925925926,643,2010,2,525.0,2
0.8337499999999999,764,2010,3,643.0,3
0.8389361702127659,880,2010,4,764.0,4
0.8287755102040816,909,2010,5,880.0,5
0.832,1294,2010,6,909.0,6
0.8417021276595745,682,2010,7,1294.0,7
0.8440909090909091,665,2010,8,682.0,8
0.83375,1189,2010,9,665.0,9
0.83984375,1006,2010,10,1189.0,10
0.8445070422535211,1265,2010,11,1006.0,11
0.8308823529411765,760,2010,12,1265.0,12
0.8351428571428572,688,2011,1,760.0,13
0.8326666666666667,643,2011,2,688.0,14
0.8376190476190476,733,2011,3,643.0,15
0.8404878048780487,582,2011,4,733.0,16
0.8407142857142856,939,2011,5,582.0,17
0.8437096774193548,756,2011,6,939.0,18
0.8473469387755102,600,2011,7,756.0,19
0.8377358490566037,869,2011,8,600.0,20
0.8724999999999999,631,2011,9,869.0,21
0.8836206896551724,797,2011,10,631.0,22
0.8830158730158729,705,2011,11,797.0,23
0.8413333333333333,244,2011,12,705.0,24
0.835945945945946,973,2010,2,711.0,2
0.8449019607843137,560,2010,3,973.0,3
0.8453571428571428,875,2010,4,560.0,4
0.84390625,824,2010,5,875.0,5
0.83578125,1234,2010,6,824.0,6
0.8448,716,2010,7,1234.0,7
0.8409302325581395,897,2010,8,716.0,8
0.8414754098360655,822,2010,9,897.0,9
0.8473999999999999,596,2010,10,822.0,10
0.847936507936508,590,2010,11,596.0,11
0.8391666666666667,318,2010,12,590.0,12
0.8416129032258064,443,2011,1,318.0,13
0.842121212121212,498,2011,2,443.0,14
0.8314285714285715,797,2011,3,498.0,15
0.842121212121212,347,2011,4,797.0,16
0.8355555555555555,492,2011,5,347.0,17
0.8389361702127659,869,2011,6,492.0,18
0.8468292682926829,467,2011,7,869.0,19
0.8355555555555556,889,2011,8,467.0,20
0.902962962962963,545,2011,9,889.0,21
0.9308888888888888,514,2011,10,545.0,22
0.8799999999999999,1052,2011,11,514.0,23
0.9614285714285714,72,2011,12,1052.0,24
4.233333333333333,108,2010,3,108.0,3
4.130952380952381,106,2010,4,108.0,4
4.25,78,2010,5,106.0,5
4.222222222222222,68,2010,6,78.0,6
4.166666666666667,52,2010,7,68.0,7
4.25,13,2010,8,52.0,8
4.275833333333334,743,2010,9,13.0,9
4.25,62,2010,10,743.0,10
4.25,52,2010,11,62.0,11
4.25,24,2010,12,52.0,12
4.113636363636363,71,2011,1,24.0,13
4.166666666666667,28,2011,2,71.0,14
4.214285714285714,52,2011,3,28.0,15
4.25,30,2011,4,52.0,16
4.25,20,2011,5,30.0,17
4.25,6,2011,6,20.0,18
4.25,13,2011,7,6.0,19
4.25,7,2011,8,13.0,20
4.22,10,2011,9,7.0,21
4.19,17,2011,10,10.0,22
4.1575,36,2011,11,17.0,23
4.22,10,2011,12,36.0,24
2.9227272727272724,266,2010,3,220.0,3
2.892857142857143,205,2010,4,266.0,4
2.9333333333333336,111,2010,5,205.0,5
2.9375,134,2010,6,111.0,6
2.9250000000000003,111,2010,7,134.0,7
2.8166666666666664,26,2010,8,111.0,8
2.9233333333333333,130,2010,9,26.0,9
2.87,285,2010,10,130.0,10
2.95,53,2010,11,285.0,11
2.95,38,2010,12,53.0,12
2.919230769230769,77,2011,1,38.0,13
2.95,38,2011,2,77.0,14
2.95,110,2011,3,38.0,15
2.95,51,2011,4,110.0,16
2.9500000000000006,7,2011,5,51.0,17
2.95,7,2011,6,7.0,18
2.9500000000000006,19,2011,7,7.0,19
2.95,16,2011,8,19.0,20
2.95,28,2011,9,16.0,21
3.4233333333333333,13,2011,10,28.0,22
3.208181818181818,40,2011,11,13.0,23
2.9500000000000006,10,2011,12,40.0,24
2.913636363636364,44,2010,5,89.0,5
2.91,41,2010,6,44.0,6
2.9500000000000006,12,2010,7,41.0,7
2.9500000000000006,17,2010,8,12.0,8
2.974444444444445,738,2010,9,17.0,9
2.95,36,2010,10,738.0,10
2.95,29,2010,11,36.0,11
2.95,9,2010,12,29.0,12
2.95,7,2011,1,9.0,13
2.9500000000000006,8,2011,2,7.0,14
2.9500000000000006,14,2011,3,8.0,15
2.95,35,2011,4,14.0,16
2.95,7,2011,5,35.0,17
2.9500000000000006,14,2011,6,7.0,18
2.95,10,2011,7,14.0,19
2.9500000000000006,15,2011,8,10.0,20
2.9500000000000006,13,2011,9,15.0,21
2.9500000000000006,16,2011,10,13.0,22
2.95,10,2011,11,16.0,23
3.896666666666667,3,2011,12,10.0,24
2.9125,240,2010,4,104.0,4
2.892857142857143,61,2010,5,240.0,5
2.896666666666667,204,2010,6,61.0,6
2.919230769230769,80,2010,7,204.0,7
2.95,27,2010,8,80.0,8
2.825,194,2010,9,27.0,9
2.892857142857143,150,2010,10,194.0,10
2.835714285714286,344,2010,11,150.0,11
2.9000000000000004,46,2010,12,344.0,12
2.835714285714286,76,2011,1,46.0,13
2.861111111111111,126,2011,2,76.0,14
2.95,21,2011,3,126.0,15
2.896666666666667,131,2011,4,21.0,16
2.9166666666666665,54,2011,5,131.0,17
2.91,131,2011,6,54.0,18
2.8833333333333333,52,2011,7,131.0,19
2.95,43,2011,8,52.0,20
2.926470588235294,73,2011,9,43.0,21
3.2278947368421056,83,2011,10,73.0,22
3.1969565217391307,37,2011,11,83.0,23
3.66,7,2011,12,37.0,24
2.886842105263158,86,2010,5,146.0,5
2.9000000000000004,167,2010,6,86.0,6
2.95,13,2010,7,167.0,7
2.8772727272727274,126,2010,8,13.0,8
2.95,88,2010,9,126.0,9
2.927777777777778,80,2010,10,88.0,10
2.857692307692308,219,2010,11,80.0,11
2.95,1,2010,12,219.0,12
2.87,124,2011,1,1.0,13
2.95,15,2011,2,124.0,14
2.95,49,2011,3,15.0,15
2.919230769230769,61,2011,4,49.0,16
2.91,59,2011,5,61.0,17
2.91,54,2011,6,59.0,18
2.9500000000000006,28,2011,7,54.0,19
2.95,11,2011,8,28.0,20
2.9500000000000006,36,2011,9,11.0,21
2.95,53,2011,10,36.0,22
2.95,42,2011,11,53.0,23
2.9500000000000006,4,2011,12,42.0,24
2.888461538461539,54,2010,5,77.0,5
2.95,30,2010,6,54.0,6
2.95,24,2010,7,30.0,7
2.9500000000000006,11,2010,8,24.0,8
2.95,16,2010,9,11.0,9
2.95,29,2010,10,16.0,10
2.95,23,2010,11,29.0,11
2.95,24,2010,12,23.0,12
2.8166666666666664,127,2011,1,24.0,13
2.95,15,2011,2,127.0,14
2.95,26,2011,3,15.0,15
2.95,29,2011,4,26.0,16
2.9500000000000006,8,2011,5,29.0,17
2.95,21,2011,6,8.0,18
2.9500000000000006,8,2011,7,21.0,19
2.95,8,2011,8,8.0,20
3.208181818181818,24,2011,9,8.0,21
2.95,32,2011,10,24.0,22
3.186666666666667,24,2011,11,32.0,23
2.9500000000000006,3,2011,12,24.0,24
2.91,32,2010,5,54.0,5
2.91,45,2010,6,32.0,6
2.95,22,2010,7,45.0,7
2.95,5,2010,8,22.0,8
2.95,19,2010,9,5.0,9
2.95,35,2010,10,19.0,10
2.9500000000000006,14,2010,11,35.0,11
2.95,1,2010,12,14.0,12
2.8166666666666664,127,2011,1,1.0,13
2.95,36,2011,2,127.0,14
2.9000000000000004,135,2011,3,36.0,15
2.95,30,2011,4,135.0,16
2.95,14,2011,5,30.0,17
2.8833333333333333,40,2011,6,14.0,18
2.75,25,2011,7,40.0,19
2.9500000000000006,9,2011,8,25.0,20
2.9500000000000006,13,2011,9,9.0,21
2.95,14,2011,10,13.0,22
3.518,6,2011,11,14.0,23
2.9500000000000006,3,2011,12,6.0,24
2.8772727272727274,54,2010,5,219.0,5
2.95,32,2010,6,54.0,6
2.9500000000000006,32,2010,7,32.0,7
2.95,22,2010,8,32.0,8
2.9371428571428573,774,2010,9,22.0,9
2.934,144,2010,10,774.0,10
2.95,35,2010,11,144.0,11
2.95,5,2010,12,35.0,12
2.8166666666666664,68,2011,1,5.0,13
2.9500000000000006,16,2011,2,68.0,14
2.905555555555556,43,2011,3,16.0,15
2.87,73,2011,4,43.0,16
2.85,56,2011,5,73.0,17
2.905555555555556,43,2011,6,56.0,18
2.95,13,2011,7,43.0,19
2.85,63,2011,8,13.0,20
2.913636363636364,77,2011,9,63.0,21
3.4663636363636368,28,2011,10,77.0,22
2.95,27,2011,11,28.0,23
3.66,4,2011,12,27.0,24
7.355882352941176,57,2010,3,127.0,3
7.30913043478261,82,2010,4,57.0,4
7.31,58,2010,5,82.0,5
7.300000000000001,57,2010,6,58.0,6
7.2821428571428575,325,2010,7,57.0,7
7.123125,350,2010,8,325.0,8
7.711666666666667,42,2010,9,350.0,9
7.563333333333334,198,2010,10,42.0,10
7.786363636363637,96,2010,11,198.0,11
7.864285714285715,33,2010,12,96.0,12
7.731818181818181,32,2011,1,33.0,13
7.857692307692308,32,2011,2,32.0,14
7.95,18,2011,3,32.0,15
7.709999999999999,19,2011,4,18.0,16
7.709999999999999,40,2011,5,19.0,17
7.95,14,2011,6,40.0,18
7.840909090909091,30,2011,7,14.0,19
7.65625,58,2011,8,30.0,20
7.568,299,2011,9,58.0,21
9.524,16,2011,10,299.0,22
7.730714285714286,130,2011,11,16.0,23
8.25,8,2011,12,130.0,24
7.196666666666666,105,2010,3,162.0,3
7.49,48,2010,4,105.0,4
7.075454545454545,66,2010,5,48.0,5
7.3,104,2010,6,66.0,6
7.225454545454546,320,2010,7,104.0,7
7.171111111111111,407,2010,8,320.0,8
7.79,78,2010,9,407.0,9
7.71923076923077,119,2010,10,78.0,10
7.743103448275862,141,2010,11,119.0,11
7.709999999999999,34,2010,12,141.0,12
7.864285714285715,31,2011,1,34.0,13
7.760526315789473,76,2011,2,31.0,14
7.840909090909091,34,2011,3,76.0,15
7.731818181818181,37,2011,4,34.0,16
7.778571428571429,44,2011,5,37.0,17
7.65,29,2011,6,44.0,18
7.731818181818181,34,2011,7,29.0,19
7.95,15,2011,8,34.0,20
7.760555555555555,214,2011,9,15.0,21
7.800000000000001,94,2011,10,214.0,22
7.942105263157895,76,2011,11,94.0,23
8.25,4,2011,12,76.0,24
1.9278688524590164,457,2010,3,544.0,3
1.9430232558139533,303,2010,4,457.0,4
1.9411764705882355,282,2010,5,303.0,5
1.935,282,2010,6,282.0,6
1.9392857142857145,199,2010,7,282.0,7
1.9411764705882355,239,2010,8,199.0,8
1.8418032786885248,510,2010,9,239.0,9
1.95,314,2010,10,510.0,10
1.9436170212765955,769,2010,11,314.0,11
1.95,125,2010,12,769.0,12
1.9153846153846152,352,2011,1,125.0,13
1.9392857142857145,220,2011,2,352.0,14
1.9353658536585363,304,2011,3,220.0,15
1.9363636363636365,212,2011,4,304.0,16
1.93,245,2011,5,212.0,17
1.9375,161,2011,6,245.0,18
1.95,110,2011,7,161.0,19
1.9038461538461535,357,2011,8,110.0,20
1.995142857142857,364,2011,9,357.0,21
2.0927118644067795,320,2011,10,364.0,22
2.0364367816091957,656,2011,11,320.0,23
2.0372,111,2011,12,656.0,24
6.35,49,2010,4,48.0,4
6.35,16,2010,5,49.0,5
6.2375,50,2010,6,16.0,6
6.35,19,2010,7,50.0,7
6.35,25,2010,8,19.0,8
4.232758620689655,82,2010,9,25.0,9
4.198717948717949,125,2010,10,82.0,10
4.234848484848484,172,2010,11,125.0,11
4.233870967741935,73,2010,12,172.0,12
4.1875,23,2011,1,73.0,13
4.166666666666667,59,2011,2,23.0,14
4.19375,67,2011,3,59.0,15
4.25,40,2011,4,67.0,16
4.127777777777777,76,2011,5,40.0,17
4.25,42,2011,6,76.0,18
4.23,28,2011,7,42.0,19
4.233333333333333,51,2011,8,28.0,20
4.517142857142857,73,2011,9,51.0,21
4.515925925925926,122,2011,10,73.0,22
4.629512195121952,134,2011,11,122.0,23
4.632222222222222,37,2011,12,134.0,24
6.35,26,2010,4,31.0,4
6.35,22,2010,5,26.0,5
6.35,10,2010,6,22.0,6
6.349999999999999,4,2010,7,10.0,7
6.35,15,2010,8,4.0,8
4.25,29,2010,9,15.0,9
4.234210526315789,49,2010,10,29.0,10
4.25,46,2010,11,49.0,11
4.25,9,2010,12,46.0,12
4.25,8,2011,1,9.0,13
4.25,3,2011,2,8.0,14
4.216666666666667,34,2011,3,3.0,15
4.25,15,2011,4,34.0,16
4.25,2,2011,5,15.0,17
4.25,21,2011,6,2.0,18
4.25,7,2011,7,21.0,19
4.25,13,2011,8,7.0,20
4.2250000000000005,29,2011,9,13.0,21
4.717499999999999,28,2011,10,29.0,22
4.4468421052631575,42,2011,11,28.0,23
4.25,10,2011,12,42.0,24
6.302631578947368,51,2010,4,62.0,4
6.35,29,2010,5,51.0,5
6.17,48,2010,6,29.0,6
6.349999999999999,21,2010,7,48.0,7
6.35,10,2010,8,21.0,8
4.39,32,2010,9,10.0,9
4.25,58,2010,10,32.0,10
4.241428571428571,97,2010,11,58.0,11
4.232352941176471,40,2010,12,97.0,12
4.25,13,2011,1,40.0,13
4.2125,28,2011,2,13.0,14
4.2125,31,2011,3,28.0,15
4.25,20,2011,4,31.0,16
4.25,13,2011,5,20.0,17
4.25,31,2011,6,13.0,18
4.25,22,2011,7,31.0,19
4.2250000000000005,41,2011,8,22.0,20
4.207142857142857,57,2011,9,41.0,21
4.25,79,2011,10,57.0,22
4.236363636363636,63,2011,11,79.0,23
5.058,7,2011,12,63.0,24
6.349999999999999,13,2010,4,31.0,4
6.35,8,2010,5,13.0,5
6.125,26,2010,6,8.0,6
6.35,6,2010,7,26.0,7
6.35,6,2010,8,6.0,8
4.25,26,2010,9,6.0,9
4.25,34,2010,10,26.0,10
4.25,60,2010,11,34.0,11
4.220000000000001,31,2010,12,60.0,12
4.25,5,2011,1,31.0,13
4.15,14,2011,2,5.0,14
4.25,17,2011,3,14.0,15
4.25,24,2011,4,17.0,16
4.25,5,2011,5,24.0,17
4.25,11,2011,6,5.0,18
4.25,12,2011,7,11.0,19
4.25,16,2011,8,12.0,20
4.2,52,2011,9,16.0,21
4.25,32,2011,10,52.0,22
4.2250000000000005,25,2011,11,32.0,23
4.25,6,2011,12,25.0,24
6.35,18,2010,4,42.0,4
6.35,19,2010,5,18.0,5
6.221428571428571,15,2010,6,19.0,6
6.349999999999999,11,2010,7,15.0,7
6.349999999999999,11,2010,8,11.0,8
4.25,23,2010,9,11.0,9
4.227272727272728,58,2010,10,23.0,10
4.25,49,2010,11,58.0,11
4.25,10,2010,12,49.0,12
4.25,8,2011,1,10.0,13
4.25,5,2011,2,8.0,14
4.25,18,2011,3,5.0,15
4.25,18,2011,4,18.0,16
4.25,7,2011,5,18.0,17
4.25,13,2011,6,7.0,18
4.25,9,2011,7,13.0,19
4.25,6,2011,8,9.0,20
4.2125,27,2011,9,6.0,21
4.25,38,2011,10,27.0,22
4.59,25,2011,11,38.0,23
4.25,7,2011,12,25.0,24
2.077272727272728,219,2010,3,547.0,3
2.1,76,2010,4,219.0,4
2.0868421052631576,86,2010,5,76.0,5
2.088636363636364,140,2010,6,86.0,6
2.0583333333333336,599,2010,7,140.0,7
2.0722222222222224,79,2010,8,599.0,8
2.0,167,2010,9,79.0,9
2.1,87,2010,10,167.0,10
2.1,113,2010,11,87.0,11
1.5791666666666666,117,2010,12,113.0,12
1.35,378,2011,1,117.0,13
1.907692307692308,143,2011,2,378.0,14
2.1,43,2011,3,143.0,15
2.1,16,2011,4,43.0,16
1.9333333333333336,118,2011,5,16.0,17
2.1,21,2011,6,118.0,18
2.1,19,2011,7,21.0,19
2.1,58,2011,8,19.0,20
2.1,59,2011,9,58.0,21
2.303,48,2011,10,59.0,22
2.912,16,2011,11,48.0,23
2.1,2,2011,12,16.0,24
2.090740740740741,172,2010,3,296.0,3
2.1,91,2010,4,172.0,4
2.0868421052631576,135,2010,5,91.0,5
2.1,75,2010,6,135.0,6
2.084375,124,2010,7,75.0,7
2.1,77,2010,8,124.0,8
2.1,121,2010,9,77.0,9
2.085294117647059,134,2010,10,121.0,10
2.077272727272728,115,2010,11,134.0,11
1.2964285714285717,633,2010,12,115.0,12
1.225,500,2011,1,633.0,13
1.95,196,2011,2,500.0,14
2.1,32,2011,3,196.0,15
2.1,23,2011,4,32.0,16
1.9214285714285717,77,2011,5,23.0,17
2.1,22,2011,6,77.0,18
2.1,31,2011,7,22.0,19
2.0642857142857145,74,2011,8,31.0,20
2.1,31,2011,9,74.0,21
2.6075,5,2011,10,31.0,22
2.1,55,2011,11,5.0,23
4.13,1,2011,12,55.0,24
2.0805970149253734,1084,2010,3,1073.0,3
2.084848484848485,611,2010,4,1084.0,4
2.0912280701754384,516,2010,5,611.0,5
2.091666666666667,551,2010,6,516.0,6
2.01044776119403,1104,2010,7,551.0,7
2.0770731707317074,473,2010,8,1104.0,8
2.077272727272727,763,2010,9,473.0,9
2.0780701754385964,673,2010,10,763.0,10
2.0754098360655737,1145,2010,11,673.0,11
2.090740740740741,295,2010,12,1145.0,12
